row_key,CLM_ID,injection_type
batch-3-R000100,BATCH-3-CLM-0000100,none
batch-3-R000101,BATCH-3-CLM-0000101,none
batch-3-R000102,BATCH-3-CLM-0000102,none
batch-3-R000103,BATCH-3-CLM-0000103,none
batch-3-R000104,BATCH-3-CLM-0000104,none
batch-3-R000105,BATCH-3-CLM-0000105,none
batch-3-R000106,BATCH-3-CLM-0000106,none
batch-3-R000107,BATCH-3-CLM-0000107,none
batch-3-R000108,BATCH-3-CLM-0000108,none
batch-3-R000109,BATCH-3-CLM-0000109,none
batch-3-R000110,BATCH-3-CLM-0000110,none
batch-3-R000111,BATCH-3-CLM-0000111,none
batch-3-R000112,BATCH-3-CLM-0000112,none
batch-3-R000113,BATCH-3-CLM-0000113,none
batch-3-R000114,BATCH-3-CLM-0000114,none
batch-3-R000115,BATCH-3-CLM-0000115,none
batch-3-R000116,BATCH-3-CLM-0000116,none
batch-3-R000117,BATCH-3-CLM-0000117,none
batch-3-R000118,BATCH-3-CLM-0000118,none
batch-3-R000119,BATCH-3-CLM-0000119,none
batch-3-R000120,BATCH-3-CLM-0000120,none
batch-3-R000121,BATCH-3-CLM-0000121,none
batch-3-R000122,BATCH-3-CLM-0000122,none
batch-3-R000123,BATCH-3-CLM-0000123,none
batch-3-R000124,BATCH-3-CLM-0000124,none
batch-3-R000125,BATCH-3-CLM-0000125,none
batch-3-R000126,BATCH-3-CLM-0000126,none
batch-3-R000127,BATCH-3-CLM-0000127,none
batch-3-R000128,BATCH-3-CLM-0000128,none
batch-3-R000129,BATCH-3-CLM-0000129,none
batch-3-R000130,BATCH-3-CLM-0000130,none
batch-3-R000131,BATCH-3-CLM-0000131,none
batch-3-R000132,BATCH-3-CLM-0000132,none
batch-3-R000133,BATCH-3-CLM-0000133,none
batch-3-R000134,BATCH-3-CLM-0000134,none
batch-3-R000135,BATCH-3-CLM-0000135,none
batch-3-R000136,BATCH-3-CLM-0000136,none
batch-3-R000137,BATCH-3-CLM-0000137,none
batch-3-R000138,BATCH-3-CLM-0000138,none
batch-3-R000139,BATCH-3-CLM-0000139,none
batch-3-R000140,BATCH-3-CLM-0000140,none
batch-3-R000141,BATCH-3-CLM-0000141,none
batch-3-R000142,BATCH-3-CLM-0000142,none
batch-3-R000143,BATCH-3-CLM-0000143,none
batch-3-R000144,BATCH-3-CLM-0000144,none
batch-3-R000145,BATCH-3-CLM-0000145,none
batch-3-R000146,BATCH-3-CLM-0000146,none
batch-3-R000147,BATCH-3-CLM-0000147,none
batch-3-R000148,BATCH-3-CLM-0000148,none
batch-3-R000149,BATCH-3-CLM-0000149,none
batch-3-R000150,BATCH-3-CLM-0000150,none
batch-3-R000151,BATCH-3-CLM-0000151,none
batch-3-R000152,BATCH-3-CLM-0000152,none
batch-3-R000153,BATCH-3-CLM-0000153,none
batch-3-R000154,BATCH-3-CLM-0000154,none
batch-3-R000155,BATCH-3-CLM-0000155,none
batch-3-R000156,BATCH-3-CLM-0000156,none
batch-3-R000157,BATCH-3-CLM-0000157,none
batch-3-R000158,BATCH-3-CLM-0000158,none
batch-3-R000159,BATCH-3-CLM-0000159,none
batch-3-R000160,BATCH-3-CLM-0000160,none
batch-3-R000161,BATCH-3-CLM-0000161,none
batch-3-R000162,BATCH-3-CLM-0000162,none
batch-3-R000163,BATCH-3-CLM-0000163,none
batch-3-R000164,BATCH-3-CLM-0000164,none
batch-3-R000165,BATCH-3-CLM-0000165,none
batch-3-R000166,BATCH-3-CLM-0000166,none
batch-3-R000167,BATCH-3-CLM-0000167,none
batch-3-R000168,BATCH-3-CLM-0000168,none
batch-3-R000169,BATCH-3-CLM-0000169,none
batch-3-R000170,BATCH-3-CLM-0000170,none
batch-3-R000171,BATCH-3-CLM-0000171,none
batch-3-R000172,BATCH-3-CLM-0000172,none
batch-3-R000173,BATCH-3-CLM-0000173,none
batch-3-R000174,BATCH-3-CLM-0000174,none
batch-3-R000175,BATCH-3-CLM-0000175,none
batch-3-R000176,BATCH-3-CLM-0000176,none
batch-3-R000177,BATCH-3-CLM-0000177,none
batch-3-R000178,BATCH-3-CLM-0000178,none
batch-3-R000179,BATCH-3-CLM-0000179,none
batch-3-R000180,BATCH-3-CLM-0000180,none
batch-3-R000181,BATCH-3-CLM-0000181,none
batch-3-R000182,BATCH-3-CLM-0000182,none
batch-3-R000183,BATCH-3-CLM-0000183,none
batch-3-R000184,BATCH-3-CLM-0000184,none
batch-3-R000185,BATCH-3-CLM-0000185,none
batch-3-R000186,BATCH-3-CLM-0000186,none
batch-3-R000187,BATCH-3-CLM-0000187,none
batch-3-R000188,BATCH-3-CLM-0000188,none
batch-3-R000189,BATCH-3-CLM-0000189,none
batch-3-R000190,BATCH-3-CLM-0000190,none
batch-3-R000191,BATCH-3-CLM-0000191,none
batch-3-R000192,BATCH-3-CLM-0000192,none
batch-3-R000193,BATCH-3-CLM-0000193,none
batch-3-R000194,BATCH-3-CLM-0000194,none
batch-3-R000195,BATCH-3-CLM-0000195,none
batch-3-R000196,BATCH-3-CLM-0000196,none
batch-3-R000197,BATCH-3-CLM-0000197,none
batch-3-R000198,BATCH-3-CLM-0000198,none
batch-3-R000199,BATCH-3-CLM-0000199,none
batch-3-R000200,BATCH-3-CLM-0000200,none
batch-3-R000201,BATCH-3-CLM-0000201,none
batch-3-R000202,BATCH-3-CLM-0000202,none
batch-3-R000203,BATCH-3-CLM-0000203,none
batch-3-R000204,BATCH-3-CLM-0000204,none
batch-3-R000205,BATCH-3-CLM-0000205,none
batch-3-R000206,BATCH-3-CLM-0000206,none
batch-3-R000207,BATCH-3-CLM-0000207,none
batch-3-R000208,BATCH-3-CLM-0000208,none
batch-3-R000209,BATCH-3-CLM-0000209,none
batch-3-R000210,BATCH-3-CLM-0000210,none
batch-3-R000211,BATCH-3-CLM-0000211,none
batch-3-R000212,BATCH-3-CLM-0000212,none
batch-3-R000213,BATCH-3-CLM-0000213,none
batch-3-R000214,BATCH-3-CLM-0000214,none
batch-3-R000215,BATCH-3-CLM-0000215,none
batch-3-R000216,BATCH-3-CLM-0000216,none
batch-3-R000217,BATCH-3-CLM-0000217,none
batch-3-R000218,BATCH-3-CLM-0000218,none
batch-3-R000219,BATCH-3-CLM-0000219,none
batch-3-R000220,BATCH-3-CLM-0000220,none
batch-3-R000221,BATCH-3-CLM-0000221,none
batch-3-R000222,BATCH-3-CLM-0000222,none
batch-3-R000223,BATCH-3-CLM-0000223,none
batch-3-R000224,BATCH-3-CLM-0000224,none
batch-3-R000225,BATCH-3-CLM-0000225,none
batch-3-R000226,BATCH-3-CLM-0000226,none
batch-3-R000227,BATCH-3-CLM-0000227,none
batch-3-R000228,BATCH-3-CLM-0000228,none
batch-3-R000229,BATCH-3-CLM-0000229,none
batch-3-R000230,BATCH-3-CLM-0000230,none
batch-3-R000231,BATCH-3-CLM-0000231,none
batch-3-R000232,BATCH-3-CLM-0000232,none
batch-3-R000233,BATCH-3-CLM-0000233,none
batch-3-R000234,BATCH-3-CLM-0000234,none
batch-3-R000235,BATCH-3-CLM-0000235,none
batch-3-R000236,BATCH-3-CLM-0000236,none
batch-3-R000237,BATCH-3-CLM-0000237,none
batch-3-R000238,BATCH-3-CLM-0000238,none
batch-3-R000239,BATCH-3-CLM-0000239,none
batch-3-R000240,BATCH-3-CLM-0000240,none
batch-3-R000241,BATCH-3-CLM-0000241,none
batch-3-R000242,BATCH-3-CLM-0000242,none
batch-3-R000243,BATCH-3-CLM-0000243,none
batch-3-R000244,BATCH-3-CLM-0000244,none
batch-3-R000245,BATCH-3-CLM-0000245,none
batch-3-R000246,BATCH-3-CLM-0000246,none
batch-3-R000247,BATCH-3-CLM-0000247,none
batch-3-R000248,BATCH-3-CLM-0000248,none
batch-3-R000249,BATCH-3-CLM-0000249,none
batch-3-R000250,BATCH-3-CLM-0000250,none
batch-3-R000251,BATCH-3-CLM-0000251,none
batch-3-R000252,BATCH-3-CLM-0000252,none
batch-3-R000253,BATCH-3-CLM-0000253,none
batch-3-R000254,BATCH-3-CLM-0000254,none
batch-3-R000255,BATCH-3-CLM-0000255,none
batch-3-R000256,BATCH-3-CLM-0000256,none
batch-3-R000257,BATCH-3-CLM-0000257,none
batch-3-R000258,BATCH-3-CLM-0000258,none
batch-3-R000259,BATCH-3-CLM-0000259,none
batch-3-R000260,BATCH-3-CLM-0000260,none
batch-3-R000261,BATCH-3-CLM-0000261,none
batch-3-R000262,BATCH-3-CLM-0000262,none
batch-3-R000263,BATCH-3-CLM-0000263,none
batch-3-R000264,BATCH-3-CLM-0000264,none
batch-3-R000265,BATCH-3-CLM-0000265,none
batch-3-R000266,BATCH-3-CLM-0000266,none
batch-3-R000267,BATCH-3-CLM-0000267,none
batch-3-R000268,BATCH-3-CLM-0000268,none
batch-3-R000269,BATCH-3-CLM-0000269,none
batch-3-R000270,BATCH-3-CLM-0000270,none
batch-3-R000271,BATCH-3-CLM-0000271,none
batch-3-R000272,BATCH-3-CLM-0000272,none
batch-3-R000273,BATCH-3-CLM-0000273,none
batch-3-R000274,BATCH-3-CLM-0000274,none
batch-3-R000275,BATCH-3-CLM-0000275,none
batch-3-R000276,BATCH-3-CLM-0000276,none
batch-3-R000277,BATCH-3-CLM-0000277,none
batch-3-R000278,BATCH-3-CLM-0000278,none
batch-3-R000279,BATCH-3-CLM-0000279,none
batch-3-R000280,BATCH-3-CLM-0000280,none
batch-3-R000281,BATCH-3-CLM-0000281,none
batch-3-R000282,BATCH-3-CLM-0000282,none
batch-3-R000283,BATCH-3-CLM-0000283,none
batch-3-R000284,BATCH-3-CLM-0000284,none
batch-3-R000285,BATCH-3-CLM-0000285,none
batch-3-R000286,BATCH-3-CLM-0000286,none
batch-3-R000287,BATCH-3-CLM-0000287,none
batch-3-R000288,BATCH-3-CLM-0000288,none
batch-3-R000289,BATCH-3-CLM-0000289,none
batch-3-R000290,BATCH-3-CLM-0000290,none
batch-3-R000291,BATCH-3-CLM-0000291,none
batch-3-R000292,BATCH-3-CLM-0000292,none
batch-3-R000293,BATCH-3-CLM-0000293,none
batch-3-R000294,BATCH-3-CLM-0000294,none
batch-3-R000295,BATCH-3-CLM-0000295,none
batch-3-R000296,BATCH-3-CLM-0000296,none
batch-3-R000297,BATCH-3-CLM-0000297,none
batch-3-R000298,BATCH-3-CLM-0000298,none
batch-3-R000299,BATCH-3-CLM-0000299,none
batch-3-R000300,BATCH-3-CLM-0000300,none
batch-3-R000301,BATCH-3-CLM-0000301,none
batch-3-R000302,BATCH-3-CLM-0000302,none
batch-3-R000303,BATCH-3-CLM-0000303,none
batch-3-R000304,BATCH-3-CLM-0000304,none
batch-3-R000305,BATCH-3-CLM-0000305,none
batch-3-R000306,BATCH-3-CLM-0000306,none
batch-3-R000307,BATCH-3-CLM-0000307,none
batch-3-R000308,BATCH-3-CLM-0000308,none
batch-3-R000309,BATCH-3-CLM-0000309,none
batch-3-R000310,BATCH-3-CLM-0000310,none
batch-3-R000311,BATCH-3-CLM-0000311,none
batch-3-R000312,BATCH-3-CLM-0000312,none
batch-3-R000313,BATCH-3-CLM-0000313,none
batch-3-R000314,BATCH-3-CLM-0000314,none
batch-3-R000315,BATCH-3-CLM-0000315,none
batch-3-R000316,BATCH-3-CLM-0000316,none
batch-3-R000317,BATCH-3-CLM-0000317,none
batch-3-R000318,BATCH-3-CLM-0000318,none
batch-3-R000319,BATCH-3-CLM-0000319,none
batch-3-R000320,BATCH-3-CLM-0000320,none
batch-3-R000321,BATCH-3-CLM-0000321,none
batch-3-R000322,BATCH-3-CLM-0000322,none
batch-3-R000323,BATCH-3-CLM-0000323,none
batch-3-R000324,BATCH-3-CLM-0000324,none
batch-3-R000325,BATCH-3-CLM-0000325,none
batch-3-R000326,BATCH-3-CLM-0000326,none
batch-3-R000327,BATCH-3-CLM-0000327,none
batch-3-R000328,BATCH-3-CLM-0000328,none
batch-3-R000329,BATCH-3-CLM-0000329,none
batch-3-R000330,BATCH-3-CLM-0000330,none
batch-3-R000331,BATCH-3-CLM-0000331,none
batch-3-R000332,BATCH-3-CLM-0000332,none
batch-3-R000333,BATCH-3-CLM-0000333,none
batch-3-R000334,BATCH-3-CLM-0000334,none
batch-3-R000335,BATCH-3-CLM-0000335,none
batch-3-R000336,BATCH-3-CLM-0000336,none
batch-3-R000337,BATCH-3-CLM-0000337,none
batch-3-R000338,BATCH-3-CLM-0000338,none
batch-3-R000339,BATCH-3-CLM-0000339,none
batch-3-R000340,BATCH-3-CLM-0000340,none
batch-3-R000341,BATCH-3-CLM-0000341,none
batch-3-R000342,BATCH-3-CLM-0000342,none
batch-3-R000343,BATCH-3-CLM-0000343,none
batch-3-R000344,BATCH-3-CLM-0000344,none
batch-3-R000345,BATCH-3-CLM-0000345,none
batch-3-R000346,BATCH-3-CLM-0000346,none
batch-3-R000347,BATCH-3-CLM-0000347,none
batch-3-R000348,BATCH-3-CLM-0000348,none
batch-3-R000349,BATCH-3-CLM-0000349,none
batch-3-R000350,BATCH-3-CLM-0000350,none
batch-3-R000351,BATCH-3-CLM-0000351,none
batch-3-R000352,BATCH-3-CLM-0000352,none
batch-3-R000353,BATCH-3-CLM-0000353,none
batch-3-R000354,BATCH-3-CLM-0000354,none
batch-3-R000355,BATCH-3-CLM-0000355,none
batch-3-R000356,BATCH-3-CLM-0000356,none
batch-3-R000357,BATCH-3-CLM-0000357,none
batch-3-R000358,BATCH-3-CLM-0000358,none
batch-3-R000359,BATCH-3-CLM-0000359,none
batch-3-R000360,BATCH-3-CLM-0000360,none
batch-3-R000361,BATCH-3-CLM-0000361,none
batch-3-R000362,BATCH-3-CLM-0000362,none
batch-3-R000363,BATCH-3-CLM-0000363,none
batch-3-R000364,BATCH-3-CLM-0000364,none
batch-3-R000365,BATCH-3-CLM-0000365,none
batch-3-R000366,BATCH-3-CLM-0000366,none
batch-3-R000367,BATCH-3-CLM-0000367,none
batch-3-R000368,BATCH-3-CLM-0000368,none
batch-3-R000369,BATCH-3-CLM-0000369,none
batch-3-R000370,BATCH-3-CLM-0000370,none
batch-3-R000371,BATCH-3-CLM-0000371,none
batch-3-R000372,BATCH-3-CLM-0000372,none
batch-3-R000373,BATCH-3-CLM-0000373,none
batch-3-R000374,BATCH-3-CLM-0000374,none
batch-3-R000375,BATCH-3-CLM-0000375,none
batch-3-R000376,BATCH-3-CLM-0000376,none
batch-3-R000377,BATCH-3-CLM-0000377,none
batch-3-R000378,BATCH-3-CLM-0000378,none
batch-3-R000379,BATCH-3-CLM-0000379,none
batch-3-R000380,BATCH-3-CLM-0000380,none
batch-3-R000381,BATCH-3-CLM-0000381,none
batch-3-R000382,BATCH-3-CLM-0000382,none
batch-3-R000383,BATCH-3-CLM-0000383,none
batch-3-R000384,BATCH-3-CLM-0000384,none
batch-3-R000385,BATCH-3-CLM-0000385,none
batch-3-R000386,BATCH-3-CLM-0000386,none
batch-3-R000387,BATCH-3-CLM-0000387,none
batch-3-R000388,BATCH-3-CLM-0000388,none
batch-3-R000389,BATCH-3-CLM-0000389,none
batch-3-R000390,BATCH-3-CLM-0000390,none
batch-3-R000391,BATCH-3-CLM-0000391,none
batch-3-R000392,BATCH-3-CLM-0000392,none
batch-3-R000393,BATCH-3-CLM-0000393,none
batch-3-R000394,BATCH-3-CLM-0000394,none
batch-3-R000395,BATCH-3-CLM-0000395,none
batch-3-R000396,BATCH-3-CLM-0000396,none
batch-3-R000397,BATCH-3-CLM-0000397,none
batch-3-R000398,BATCH-3-CLM-0000398,none
batch-3-R000399,BATCH-3-CLM-0000399,none
batch-3-R000400,BATCH-3-CLM-0000400,none
batch-3-R000401,BATCH-3-CLM-0000401,none
batch-3-R000402,BATCH-3-CLM-0000402,none
batch-3-R000403,BATCH-3-CLM-0000403,none
batch-3-R000404,BATCH-3-CLM-0000404,none
batch-3-R000405,BATCH-3-CLM-0000405,none
batch-3-R000406,BATCH-3-CLM-0000406,none
batch-3-R000407,BATCH-3-CLM-0000407,none
batch-3-R000408,BATCH-3-CLM-0000408,none
batch-3-R000409,BATCH-3-CLM-0000409,none
batch-3-R000410,BATCH-3-CLM-0000410,none
batch-3-R000411,BATCH-3-CLM-0000411,none
batch-3-R000412,BATCH-3-CLM-0000412,none
batch-3-R000413,BATCH-3-CLM-0000413,none
batch-3-R000414,BATCH-3-CLM-0000414,none
batch-3-R000415,BATCH-3-CLM-0000415,none
batch-3-R000416,BATCH-3-CLM-0000416,none
batch-3-R000417,BATCH-3-CLM-0000417,none
batch-3-R000418,BATCH-3-CLM-0000418,none
batch-3-R000419,BATCH-3-CLM-0000419,none
batch-3-R000420,BATCH-3-CLM-0000420,none
batch-3-R000421,BATCH-3-CLM-0000421,none
batch-3-R000422,BATCH-3-CLM-0000422,none
batch-3-R000423,BATCH-3-CLM-0000423,none
batch-3-R000424,BATCH-3-CLM-0000424,none
batch-3-R000425,BATCH-3-CLM-0000425,none
batch-3-R000426,BATCH-3-CLM-0000426,none
batch-3-R000427,BATCH-3-CLM-0000427,none
batch-3-R000428,BATCH-3-CLM-0000428,none
batch-3-R000429,BATCH-3-CLM-0000429,none
batch-3-R000430,BATCH-3-CLM-0000430,none
batch-3-R000431,BATCH-3-CLM-0000431,none
batch-3-R000432,BATCH-3-CLM-0000432,none
batch-3-R000433,BATCH-3-CLM-0000433,none
batch-3-R000434,BATCH-3-CLM-0000434,none
batch-3-R000435,BATCH-3-CLM-0000435,none
batch-3-R000436,BATCH-3-CLM-0000436,none
batch-3-R000437,BATCH-3-CLM-0000437,none
batch-3-R000438,BATCH-3-CLM-0000438,none
batch-3-R000439,BATCH-3-CLM-0000439,none
batch-3-R000440,BATCH-3-CLM-0000440,none
batch-3-R000441,BATCH-3-CLM-0000441,none
batch-3-R000442,BATCH-3-CLM-0000442,none
batch-3-R000443,BATCH-3-CLM-0000443,none
batch-3-R000444,BATCH-3-CLM-0000444,none
batch-3-R000445,BATCH-3-CLM-0000445,none
batch-3-R000446,BATCH-3-CLM-0000446,none
batch-3-R000447,BATCH-3-CLM-0000447,none
batch-3-R000448,BATCH-3-CLM-0000448,none
batch-3-R000449,BATCH-3-CLM-0000449,none
batch-3-R000450,BATCH-3-CLM-0000450,none
batch-3-R000451,BATCH-3-CLM-0000451,none
batch-3-R000452,BATCH-3-CLM-0000452,none
batch-3-R000453,BATCH-3-CLM-0000453,none
batch-3-R000454,BATCH-3-CLM-0000454,none
batch-3-R000455,BATCH-3-CLM-0000455,none
batch-3-R000456,BATCH-3-CLM-0000456,none
batch-3-R000457,BATCH-3-CLM-0000457,none
batch-3-R000458,BATCH-3-CLM-0000458,none
batch-3-R000459,BATCH-3-CLM-0000459,none
batch-3-R000460,BATCH-3-CLM-0000460,none
batch-3-R000461,BATCH-3-CLM-0000461,none
batch-3-R000462,BATCH-3-CLM-0000462,none
batch-3-R000463,BATCH-3-CLM-0000463,none
batch-3-R000464,BATCH-3-CLM-0000464,none
batch-3-R000465,BATCH-3-CLM-0000465,none
batch-3-R000466,BATCH-3-CLM-0000466,none
batch-3-R000467,BATCH-3-CLM-0000467,none
batch-3-R000468,BATCH-3-CLM-0000468,none
batch-3-R000469,BATCH-3-CLM-0000469,none
batch-3-R000470,BATCH-3-CLM-0000470,none
batch-3-R000471,BATCH-3-CLM-0000471,none
batch-3-R000472,BATCH-3-CLM-0000472,none
batch-3-R000473,BATCH-3-CLM-0000473,none
batch-3-R000474,BATCH-3-CLM-0000474,none
batch-3-R000475,BATCH-3-CLM-0000475,none
batch-3-R000476,BATCH-3-CLM-0000476,none
batch-3-R000477,BATCH-3-CLM-0000477,none
batch-3-R000478,BATCH-3-CLM-0000478,none
batch-3-R000479,BATCH-3-CLM-0000479,none
batch-3-R000480,BATCH-3-CLM-0000480,none
batch-3-R000481,BATCH-3-CLM-0000481,none
batch-3-R000482,BATCH-3-CLM-0000482,none
batch-3-R000483,BATCH-3-CLM-0000483,none
batch-3-R000484,BATCH-3-CLM-0000484,none
batch-3-R000485,BATCH-3-CLM-0000485,none
batch-3-R000486,BATCH-3-CLM-0000486,none
batch-3-R000487,BATCH-3-CLM-0000487,none
batch-3-R000488,BATCH-3-CLM-0000488,none
batch-3-R000489,BATCH-3-CLM-0000489,none
batch-3-R000490,BATCH-3-CLM-0000490,none
batch-3-R000491,BATCH-3-CLM-0000491,none
batch-3-R000492,BATCH-3-CLM-0000492,none
batch-3-R000493,BATCH-3-CLM-0000493,none
batch-3-R000494,BATCH-3-CLM-0000494,none
batch-3-R000495,BATCH-3-CLM-0000495,none
batch-3-R000496,BATCH-3-CLM-0000496,none
batch-3-R000497,BATCH-3-CLM-0000497,none
batch-3-R000498,BATCH-3-CLM-0000498,none
batch-3-R000499,BATCH-3-CLM-0000499,none
batch-3-R000500,BATCH-3-CLM-0000500,none
batch-3-R000501,BATCH-3-CLM-0000501,none
batch-3-R000502,BATCH-3-CLM-0000502,none
batch-3-R000503,BATCH-3-CLM-0000503,none
batch-3-R000504,BATCH-3-CLM-0000504,none
batch-3-R000505,BATCH-3-CLM-0000505,none
batch-3-R000506,BATCH-3-CLM-0000506,none
batch-3-R000507,BATCH-3-CLM-0000507,none
batch-3-R000508,BATCH-3-CLM-0000508,none
batch-3-R000509,BATCH-3-CLM-0000509,none
batch-3-R000510,BATCH-3-CLM-0000510,none
batch-3-R000511,BATCH-3-CLM-0000511,none
batch-3-R000512,BATCH-3-CLM-0000512,none
batch-3-R000513,BATCH-3-CLM-0000513,none
batch-3-R000514,BATCH-3-CLM-0000514,none
batch-3-R000515,BATCH-3-CLM-0000515,none
batch-3-R000516,BATCH-3-CLM-0000516,none
batch-3-R000517,BATCH-3-CLM-0000517,none
batch-3-R000518,BATCH-3-CLM-0000518,none
batch-3-R000519,BATCH-3-CLM-0000519,none
batch-3-R000520,BATCH-3-CLM-0000520,none
batch-3-R000521,BATCH-3-CLM-0000521,none
batch-3-R000522,BATCH-3-CLM-0000522,none
batch-3-R000523,BATCH-3-CLM-0000523,none
batch-3-R000524,BATCH-3-CLM-0000524,none
batch-3-R000525,BATCH-3-CLM-0000525,none
batch-3-R000526,BATCH-3-CLM-0000526,none
batch-3-R000527,BATCH-3-CLM-0000527,none
batch-3-R000528,BATCH-3-CLM-0000528,none
batch-3-R000529,BATCH-3-CLM-0000529,none
batch-3-R000530,BATCH-3-CLM-0000530,none
batch-3-R000531,BATCH-3-CLM-0000531,none
batch-3-R000532,BATCH-3-CLM-0000532,none
batch-3-R000533,BATCH-3-CLM-0000533,none
batch-3-R000534,BATCH-3-CLM-0000534,none
batch-3-R000535,BATCH-3-CLM-0000535,none
batch-3-R000536,BATCH-3-CLM-0000536,none
