row_key,CLM_ID,injection_type
batch-2-R000463,BATCH-2-CLM-0000364,none
batch-2-R000464,BATCH-2-CLM-0000365,none
batch-2-R000465,BATCH-2-CLM-0000366,none
batch-2-R000466,BATCH-2-CLM-0000367,none
batch-2-R000467,BATCH-2-CLM-0000368,none
batch-2-R000468,BATCH-2-CLM-0000369,none
batch-2-R000469,BATCH-2-CLM-0000370,none
batch-2-R000470,BATCH-2-CLM-0000371,none
batch-2-R000471,BATCH-2-CLM-0000372,none
batch-2-R000472,BATCH-2-CLM-0000373,none
batch-2-R000473,BATCH-2-CLM-0000374,none
batch-2-R000474,BATCH-2-CLM-0000375,none
batch-2-R000475,BATCH-2-CLM-0000376,none
batch-2-R000476,BATCH-2-CLM-0000377,none
batch-2-R000477,BATCH-2-CLM-0000378,none
batch-2-R000478,BATCH-2-CLM-0000379,none
batch-2-R000479,BATCH-2-CLM-0000380,none
batch-2-R000480,BATCH-2-CLM-0000381,none
batch-2-R000481,BATCH-2-CLM-0000382,none
batch-2-R000482,BATCH-2-CLM-0000383,none
batch-2-R000483,BATCH-2-CLM-0000384,none
batch-2-R000484,BATCH-2-CLM-0000385,none
batch-2-R000485,BATCH-2-CLM-0000386,none
batch-2-R000486,BATCH-2-CLM-0000387,none
batch-2-R000487,BATCH-2-CLM-0000388,none
batch-2-R000488,BATCH-2-CLM-0000389,none
batch-2-R000489,BATCH-2-CLM-0000350,none
batch-2-R000490,BATCH-2-CLM-0000351,duplicate_spike
batch-2-R000491,BATCH-2-CLM-0000342,duplicate_spike
batch-2-R000492,BATCH-2-CLM-0000350,duplicate_spike
batch-2-R000493,BATCH-2-CLM-0000338,duplicate_spike
batch-2-R000494,BATCH-2-CLM-0000343,duplicate_spike
batch-2-R000495,BATCH-2-CLM-0000340,duplicate_spike
batch-2-R000496,BATCH-2-CLM-0000345,duplicate_spike
batch-2-R000497,BATCH-2-CLM-0000349,duplicate_spike
batch-2-R000498,BATCH-2-CLM-0000344,duplicate_spike
batch-2-R000499,BATCH-2-CLM-0000347,duplicate_spike
batch-2-R000500,BATCH-2-CLM-0000352,duplicate_spike
batch-2-R000501,BATCH-2-CLM-0000348,duplicate_spike
batch-2-R000502,BATCH-2-CLM-0000339,duplicate_spike
batch-2-R000503,BATCH-2-CLM-0000390,none
batch-2-R000504,BATCH-2-CLM-0000391,none
batch-2-R000505,BATCH-2-CLM-0000392,none
batch-2-R000506,BATCH-2-CLM-0000393,none
batch-2-R000507,BATCH-2-CLM-0000394,none
batch-2-R000508,BATCH-2-CLM-0000395,none
batch-2-R000509,BATCH-2-CLM-0000396,none
batch-2-R000510,BATCH-2-CLM-0000397,none
batch-2-R000511,BATCH-2-CLM-0000398,none
batch-2-R000512,BATCH-2-CLM-0000399,none
batch-2-R000513,BATCH-2-CLM-0000400,none
