window_id,window_start,window_end,claim_count,gx_failure_count,anomaly_score,anomaly_frequency,affected_claim_pct,volume_deviation,amount_deviation,historical_quality_failure_rate,investigation_risk_indicator,investigation_risk_label
2015-03-18,2015-03-18,2015-03-18,5,6,0.0,0.0,0.0,0.0,7370.583733613472,33.799887066859135,0.004569173526958252,0
2015-03-19,2015-03-19,2015-03-19,17,6,0.0,0.0,0.0,0.0,12035.176557142884,33.799887066859135,0.0074608487067829915,0
2015-03-20,2015-03-20,2015-03-20,20,6,0.0,0.0,0.0,0.0,8291.066233613472,33.799887066859135,0.005139799195566783,0
2015-03-21,2015-03-21,2015-03-21,26,6,0.0,0.0,0.0,0.0,6555.475810536549,33.799887066859135,0.004063871684072721,0
2015-03-22,2015-03-22,2015-03-22,21,6,0.0,0.0,0.0,0.0,11600.196305042044,33.799887066859135,0.007191195674610681,0
2015-03-23,2015-03-23,2015-03-23,13,6,0.0,0.0,0.0,0.0,8716.356195151933,33.799887066859135,0.005403445021158667,0
2015-03-24,2015-03-24,2015-03-24,9,6,0.0,0.0,0.0,0.0,10966.876622502361,33.799887066859135,0.006798588028846477,0
2015-03-25,2015-03-25,2015-03-25,15,6,0.0,0.0,0.0,0.0,2398.637874487652,33.799887066859135,0.001486964000813988,0
2015-03-26,2015-03-26,2015-03-26,17,6,0.0,0.0,0.0,0.0,8193.634792437002,33.799887066859135,0.0050793994799124215,0
2015-03-27,2015-03-27,2015-03-27,9,6,0.0,0.0,0.0,0.0,5564.1321780579165,33.799887066859135,0.0034493177701157163,0
2015-03-28,2015-03-28,2015-03-28,7,6,0.0,0.0,0.0,0.0,6850.073447899186,33.799887066859135,0.0042464987017406825,0
2015-03-29,2015-03-29,2015-03-29,9,6,0.0,0.0,0.0,0.0,11877.558844724583,33.799887066859135,0.007363138307581226,0
2015-03-30,2015-03-30,2015-03-30,18,6,0.0,0.0,0.0,0.0,11468.132733613471,33.799887066859135,0.00710932680285564,0
2015-03-31,2015-03-31,2015-03-31,11,6,0.0,0.0,0.0,0.0,12167.192279068018,33.799887066859135,0.007542687915665688,0
2015-04-01,2015-04-01,2015-04-01,12,6,0.0,0.0,0.0,0.0,6917.397733613471,33.799887066859135,0.004288234384438947,0
2015-04-02,2015-04-02,2015-04-02,30,6,0.0,0.0,0.0,0.0,12020.549733613472,33.799887066859135,0.007451781243842534,0
2015-04-03,2015-04-03,2015-04-03,2,6,0.0,0.0,0.0,0.0,57408.20226638652,33.799887066859135,0.035588502553683087,1
2015-04-04,2015-04-04,2015-04-04,15,6,0.0,0.0,0.0,0.0,8847.087066946806,33.799887066859135,0.005484487725529174,0
2015-04-05,2015-04-05,2015-04-05,14,6,0.0,0.0,0.0,0.0,22218.9108378151,33.799887066859135,0.013773951001329818,1
2015-04-06,2015-04-06,2015-04-06,3,6,0.0,0.0,0.0,0.0,6357.069796610753,33.799887066859135,0.003940875794034225,0
2015-04-07,2015-04-07,2015-04-07,21,6,0.0,0.0,0.0,0.0,12552.043447899187,33.799887066859135,0.007781264917975955,1
2015-04-08,2015-04-08,2015-04-08,11,6,0.0,0.0,0.0,0.0,11155.177733613471,33.799887066859135,0.006915319685806285,0
2015-04-09,2015-04-09,2015-04-09,7,6,0.0,0.0,0.0,0.0,12324.6791621849,33.799887066859135,0.007640317211144576,1
2015-04-10,2015-04-10,2015-04-10,14,6,0.0,0.0,0.0,0.0,12223.9341621849,33.799887066859135,0.007577863353538411,0
2015-04-11,2015-04-11,2015-04-11,10,6,0.0,0.0,0.0,0.0,6833.653733613472,33.799887066859135,0.004236319789656371,0
2015-04-12,2015-04-12,2015-04-12,9,6,0.0,0.0,0.0,0.0,11800.44551139125,33.799887066859135,0.007315334196811095,0
2015-04-13,2015-04-13,2015-04-13,8,6,0.0,0.0,0.0,0.0,11770.060233613473,33.799887066859135,0.0072964977502216165,0
2015-04-14,2015-04-14,2015-04-14,23,6,0.0,0.0,0.0,0.0,10130.380342309123,33.799887066859135,0.006280027111964498,0
2015-04-15,2015-04-15,2015-04-15,2,6,0.0,0.0,0.0,0.0,13373.727733613472,33.799887066859135,0.008290643580710811,1
2015-04-16,2015-04-16,2015-04-16,12,6,0.0,0.0,0.0,0.0,9768.827733613472,33.799887066859135,0.006055893357032586,0
2015-04-17,2015-04-17,2015-04-17,5,6,0.0,0.0,0.0,0.0,11738.119733613472,33.799887066859135,0.007276697190006522,0
2015-04-18,2015-04-18,2015-04-18,15,6,0.0,0.0,0.0,0.0,12515.120400280139,33.799887066859135,0.007758375575989896,1
2015-04-19,2015-04-19,2015-04-19,3,6,0.0,0.0,0.0,0.0,13072.081066946805,33.799887066859135,0.0081036467275928,1
2015-04-20,2015-04-20,2015-04-20,20,6,0.0,0.0,0.0,0.0,7912.209733613472,33.799887066859135,0.004904938409382159,0
2015-04-21,2015-04-21,2015-04-21,23,6,0.0,0.0,0.0,0.0,20721.77588356728,33.799887066859135,0.012845846844797929,1
2015-04-22,2015-04-22,2015-04-22,19,6,0.0,0.0,0.0,0.0,16052.856638716017,33.799887066859135,0.009951489629128443,1
2015-04-23,2015-04-23,2015-04-23,9,6,0.0,0.0,0.0,0.0,7265.467733613472,33.799887066859135,0.004504009998285568,0
2015-04-24,2015-04-24,2015-04-24,10,6,0.0,0.0,0.0,0.0,2732.677874487652,33.799887066859135,0.0016940421346644348,0
2015-04-25,2015-04-25,2015-04-25,6,6,0.0,0.0,0.0,0.0,13145.727733613472,33.799887066859135,0.00814930178177086,1
2015-04-26,2015-04-26,2015-04-26,22,6,0.0,0.0,0.0,0.0,87598.0495391138,33.799887066859135,0.05430379783109404,1
2015-04-27,2015-04-27,2015-04-27,14,6,0.0,0.0,0.0,0.0,21989.33083781509,33.799887066859135,0.013631629728520013,1
2015-04-28,2015-04-28,2015-04-28,9,6,0.0,0.0,0.0,0.0,6392.071066946804,33.799887066859135,0.003962573787518791,0
2015-04-29,2015-04-29,2015-04-29,7,6,0.0,0.0,0.0,0.0,12779.273447899186,33.799887066859135,0.0079221293783844,1
2015-04-30,2015-04-30,2015-04-30,18,6,0.0,0.0,0.0,0.0,6111.823289169028,33.799887066859135,0.00378884253725548,0
2015-05-01,2015-05-01,2015-05-01,6,6,0.0,0.0,0.0,0.0,10119.059400280139,33.799887066859135,0.006273009031648395,0
2015-05-02,2015-05-02,2015-05-02,29,6,0.0,0.0,0.0,0.0,12471.678078441058,33.799887066859135,0.007731444804415931,1
2015-05-03,2015-05-03,2015-05-03,20,6,0.0,0.0,0.0,0.0,7951.666233613472,33.799887066859135,0.004929398289600906,0
2015-05-04,2015-05-04,2015-05-04,15,6,0.0,0.0,0.0,0.0,5882.477733613471,33.799887066859135,0.00364666660128572,0
2015-05-05,2015-05-05,2015-05-05,18,6,0.0,0.0,0.0,0.0,12984.323844724584,33.799887066859135,0.008049244255404809,1
2015-05-06,2015-05-06,2015-05-06,10,6,0.0,0.0,0.0,0.0,12590.352733613472,33.799887066859135,0.00780501361691877,1
2015-05-07,2015-05-07,2015-05-07,3,6,0.0,0.0,0.0,0.0,13508.911066946805,33.799887066859135,0.008374446455798674,1
2015-05-08,2015-05-08,2015-05-08,4,6,0.0,0.0,0.0,0.0,12895.567733613472,33.799887066859135,0.007994222551846217,1
2015-05-09,2015-05-09,2015-05-09,7,6,0.0,0.0,0.0,0.0,12715.1591621849,33.799887066859135,0.00788238363943437,1
2015-05-10,2015-05-10,2015-05-10,13,6,0.0,0.0,0.0,0.0,5426.38619515193,33.799887066859135,0.003363926256867102,0
2015-05-11,2015-05-11,2015-05-11,21,6,0.0,0.0,0.0,0.0,8763.686305042043,33.799887066859135,0.005432785910965219,0
2015-05-12,2015-05-12,2015-05-12,13,6,0.0,0.0,0.0,0.0,12566.266195151933,33.799887066859135,0.007790081885881971,1
2015-05-13,2015-05-13,2015-05-13,21,6,0.0,0.0,0.0,0.0,12010.901066946804,33.799887066859135,0.007445799840754646,0
2015-05-14,2015-05-14,2015-05-14,13,6,0.0,0.0,0.0,0.0,9969.99773361347,33.799887066859135,0.006180602697790262,0
2015-05-15,2015-05-15,2015-05-15,3,6,0.0,0.0,0.0,0.0,6904.894400280139,33.799887066859135,0.004280483315903512,0
2015-05-16,2015-05-16,2015-05-16,22,6,0.0,0.0,0.0,0.0,12431.203642704382,33.799887066859135,0.007706353885301451,1
2015-05-17,2015-05-17,2015-05-17,12,6,0.0,0.0,0.0,0.0,11908.468566946805,33.799887066859135,0.007382299867860275,0
2015-05-18,2015-05-18,2015-05-18,20,6,0.0,0.0,0.0,0.0,11628.878733613472,33.799887066859135,0.007208976490629331,0
2015-05-19,2015-05-19,2015-05-19,30,6,0.0,0.0,0.0,0.0,12261.032400280139,33.799887066859135,0.007600861299634393,0
2015-05-20,2015-05-20,2015-05-20,10,6,0.0,0.0,0.0,0.0,11710.081733613471,33.799887066859135,0.007259315868257932,0
2015-05-21,2015-05-21,2015-05-21,22,6,0.0,0.0,0.0,0.0,10307.821369977108,33.799887066859135,0.006390026384141458,0
2015-05-22,2015-05-22,2015-05-22,5,6,0.0,0.0,0.0,0.0,10073.297733613472,33.799887066859135,0.006244640451432793,0
2015-05-23,2015-05-23,2015-05-23,13,6,0.0,0.0,0.0,0.0,12621.192348998087,33.799887066859135,0.007824131716555075,1
2015-05-24,2015-05-24,2015-05-24,14,6,0.0,0.0,0.0,0.0,10931.85559075633,33.799887066859135,0.006776877784865261,0
2015-05-25,2015-05-25,2015-05-25,17,6,0.0,0.0,0.0,0.0,3630.4642042017076,33.799887066859135,0.0022505979895130405,0
2015-05-26,2015-05-26,2015-05-26,9,6,0.0,0.0,0.0,0.0,7459.163289169027,33.799887066859135,0.004624085780166689,0
2015-05-27,2015-05-27,2015-05-27,2,6,0.0,0.0,0.0,0.0,12270.932733613472,33.799887066859135,0.007606998715965263,0
2015-05-28,2015-05-28,2015-05-28,19,6,0.0,0.0,0.0,0.0,9332.863523087155,33.799887066859135,0.005785630349185104,0
2015-05-29,2015-05-29,2015-05-29,14,6,0.0,0.0,0.0,0.0,1678.310203389247,33.799887066859135,0.0010404183479224304,0
2015-05-30,2015-05-30,2015-05-30,16,6,0.0,0.0,0.0,0.0,11680.012733613472,33.799887066859135,0.0072406754886424705,0
2015-05-31,2015-05-31,2015-05-31,9,6,0.0,0.0,0.0,0.0,11816.387733613472,33.799887066859135,0.0073252171019338565,0
2015-06-01,2015-06-01,2015-06-01,4,6,0.0,0.0,0.0,0.0,13265.990233613473,33.799887066859135,0.008223854931310405,1
2015-06-02,2015-06-02,2015-06-02,17,6,0.0,0.0,0.0,0.0,4389.800086554647,33.799887066859135,0.0027213256193876936,0
2015-06-03,2015-06-03,2015-06-03,15,6,0.0,0.0,0.0,0.0,11677.421066946805,33.799887066859135,0.007239068862199841,0
2015-06-04,2015-06-04,2015-06-04,7,6,0.0,0.0,0.0,0.0,1540.523060532104,33.799887066859135,0.0009550013187898653,0
2015-06-05,2015-06-05,2015-06-05,7,6,0.0,0.0,0.0,0.0,9173.49059075633,33.799887066859135,0.005686831853755393,0
2015-06-06,2015-06-06,2015-06-06,19,6,0.0,0.0,0.0,0.0,11250.87825992926,33.799887066859135,0.006974646372424591,0
2015-06-07,2015-06-07,2015-06-07,2,6,0.0,0.0,0.0,0.0,7985.577733613472,33.799887066859135,0.0049504207124726265,0
2015-06-08,2015-06-08,2015-06-08,22,6,0.0,0.0,0.0,0.0,10220.22955179529,33.799887066859135,0.006335726449254443,0
2015-06-09,2015-06-09,2015-06-09,10,6,0.0,0.0,0.0,0.0,12518.417733613473,33.799887066859135,0.007760419659433045,1
2015-06-10,2015-06-10,2015-06-10,17,6,0.0,0.0,0.0,0.0,12730.106557142884,33.799887066859135,0.007891649831069577,1
2015-06-11,2015-06-11,2015-06-11,15,6,0.0,0.0,0.0,0.0,12721.837066946806,33.799887066859135,0.007886523407294883,1
2015-06-12,2015-06-12,2015-06-12,42,6,0.0,0.0,0.0,0.0,34809.47012352938,33.799887066859135,0.021579092664062202,1
2015-06-13,2015-06-13,2015-06-13,24,6,0.0,0.0,0.0,0.0,8182.955233613472,33.799887066859135,0.0050727790059825854,0
2015-06-14,2015-06-14,2015-06-14,21,6,0.0,0.0,0.0,0.0,8687.011543137281,33.799887066859135,0.005385253679469992,0
2015-06-15,2015-06-15,2015-06-15,11,6,0.0,0.0,0.0,0.0,12349.857733613473,33.799887066859135,0.007655925915444808,1
2015-06-16,2015-06-16,2015-06-16,17,6,0.0,0.0,0.0,0.0,10781.222439495825,33.799887066859135,0.006683497256009323,0
2015-06-17,2015-06-17,2015-06-17,14,6,0.0,0.0,0.0,0.0,8728.094162184902,33.799887066859135,0.005410721623686464,0
2015-06-18,2015-06-18,2015-06-18,10,6,0.0,0.0,0.0,0.0,12230.313733613471,33.799887066859135,0.007581818178547974,0
2015-06-19,2015-06-19,2015-06-19,5,6,0.0,0.0,0.0,0.0,3354.8501255123483,33.799887066859135,0.0020797392627800067,0
2015-06-20,2015-06-20,2015-06-20,21,6,0.0,0.0,0.0,0.0,12491.914876470615,33.799887066859135,0.007743990003706642,1
2015-06-21,2015-06-21,2015-06-21,12,6,0.0,0.0,0.0,0.0,7197.856066946805,33.799887066859135,0.004462096162338221,0
2015-06-22,2015-06-22,2015-06-22,15,6,0.0,0.0,0.0,0.0,8209.999066946806,33.799887066859135,0.005089544023761382,0
2015-06-23,2015-06-23,2015-06-23,9,6,0.0,0.0,0.0,0.0,9550.531066946805,33.799887066859135,0.005920566850149859,0
2015-06-24,2015-06-24,2015-06-24,8,6,0.0,0.0,0.0,0.0,5823.9352336134725,33.799887066859135,0.0036103749246872902,0
2015-06-25,2015-06-25,2015-06-25,10,6,0.0,0.0,0.0,0.0,7543.7427336134715,33.799887066859135,0.004676518283811951,0
2015-06-26,2015-06-26,2015-06-26,2,6,0.0,0.0,0.0,0.0,8795.367733613472,33.799887066859135,0.005452425867576067,0
2015-06-27,2015-06-27,2015-06-27,30,6,0.0,0.0,0.0,0.0,8490.73773361347,33.799887066859135,0.005263579585948531,0
2015-06-28,2015-06-28,2015-06-28,5,6,0.0,0.0,0.0,0.0,13160.451733613472,33.799887066859135,0.00815842948636556,1
2015-06-29,2015-06-29,2015-06-29,16,6,0.0,0.0,0.0,0.0,11986.547108613471,33.799887066859135,0.0074307023307452515,0
2015-06-30,2015-06-30,2015-06-30,32,6,0.0,0.0,0.0,0.0,77489.11820388652,33.799887066859135,0.04803706739126298,1
2015-07-01,2015-07-01,2015-07-01,10,6,0.0,0.0,0.0,0.0,3853.3907336134707,33.799887066859135,0.0023887946416994393,0
2015-07-02,2015-07-02,2015-07-02,14,6,0.0,0.0,0.0,0.0,9859.5191621849,33.799887066859135,0.006112114802921708,0
2015-07-03,2015-07-03,2015-07-03,1,6,0.0,0.0,0.0,0.0,11798.037733613472,33.799887066859135,0.007313841566799872,0
2015-07-04,2015-07-04,2015-07-04,26,6,0.0,0.0,0.0,0.0,12100.760425921164,33.799887066859135,0.007501505469917045,0
2015-07-05,2015-07-05,2015-07-05,1,6,0.0,0.0,0.0,0.0,13531.187733613471,33.799887066859135,0.00838825621080329,1
2015-07-06,2015-07-06,2015-07-06,20,6,0.0,0.0,0.0,0.0,12399.745233613472,33.799887066859135,0.0076868521829650555,1
2015-07-07,2015-07-07,2015-07-07,9,6,0.0,0.0,0.0,0.0,12545.099955835694,33.799887066859135,0.007776960507190081,1
2015-07-08,2015-07-08,2015-07-08,11,6,0.0,0.0,0.0,0.0,8311.350460886199,33.799887066859135,0.0051523737972020206,0
2015-07-09,2015-07-09,2015-07-09,17,6,0.0,0.0,0.0,0.0,11926.383027731119,33.799887066859135,0.007393405403449283,0
2015-07-10,2015-07-10,2015-07-10,20,6,0.0,0.0,0.0,0.0,11067.439233613472,33.799887066859135,0.006860928819901491,0
2015-07-11,2015-07-11,2015-07-11,23,6,0.0,0.0,0.0,0.0,10513.360342309124,33.799887066859135,0.006517444138973372,0
2015-07-12,2015-07-12,2015-07-12,2,6,0.0,0.0,0.0,0.0,7691.377733613472,33.799887066859135,0.004768040198226424,0
2015-07-13,2015-07-13,2015-07-13,11,6,0.0,0.0,0.0,0.0,12541.888642704382,33.799887066859135,0.0077749697494052614,1
2015-07-14,2015-07-14,2015-07-14,13,6,0.0,0.0,0.0,0.0,10803.40850284424,33.799887066859135,0.006697250844189415,0
2015-07-15,2015-07-15,2015-07-15,13,6,0.0,0.0,0.0,0.0,10228.713887459626,33.799887066859135,0.0063409860600685125,0
2015-07-16,2015-07-16,2015-07-16,6,6,0.0,0.0,0.0,0.0,10851.126066946807,33.799887066859135,0.006726831924677525,0
2015-07-17,2015-07-17,2015-07-17,4,6,0.0,0.0,0.0,0.0,13434.597733613473,33.799887066859135,0.008328378121506755,1
2015-07-18,2015-07-18,2015-07-18,3,6,0.0,0.0,0.0,0.0,13370.464400280138,33.799887066859135,0.008288620574553469,1
2015-07-19,2015-07-19,2015-07-19,2,6,0.0,0.0,0.0,0.0,7693.417733613473,33.799887066859135,0.004769304835374835,0
2015-07-20,2015-07-20,2015-07-20,13,6,0.0,0.0,0.0,0.0,6403.59004130578,33.799887066859135,0.003969714632070724,0
2015-07-21,2015-07-21,2015-07-21,22,6,0.0,0.0,0.0,0.0,9415.058642704382,33.799887066859135,0.005836584761776259,0
2015-07-22,2015-07-22,2015-07-22,4,6,0.0,0.0,0.0,0.0,7126.107733613472,33.799887066859135,0.004417617923284376,0
2015-07-23,2015-07-23,2015-07-23,1,6,0.0,0.0,0.0,0.0,13048.997733613473,33.799887066859135,0.008089336903650414,1
2015-07-24,2015-07-24,2015-07-24,8,6,0.0,0.0,0.0,0.0,6764.092733613472,33.799887066859135,0.004193197522656099,0
2015-07-25,2015-07-25,2015-07-25,22,6,0.0,0.0,0.0,0.0,9917.778642704381,33.799887066859135,0.006148231030035439,0
2015-07-26,2015-07-26,2015-07-26,13,6,0.0,0.0,0.0,0.0,12258.431579767319,33.799887066859135,0.007599248998537893,0
2015-07-27,2015-07-27,2015-07-27,3,6,0.0,0.0,0.0,0.0,13241.341066946805,33.799887066859135,0.00820857441570059,1
2015-07-28,2015-07-28,2015-07-28,18,6,0.0,0.0,0.0,0.0,8509.467178057917,33.799887066859135,0.005275190346347321,0
2015-07-29,2015-07-29,2015-07-29,15,6,0.0,0.0,0.0,0.0,7998.515066946805,33.799887066859135,0.004958440826362184,0
2015-07-30,2015-07-30,2015-07-30,3,6,0.0,0.0,0.0,0.0,13207.117733613472,33.799887066859135,0.008187358681055612,1
2015-07-31,2015-07-31,2015-07-31,10,6,0.0,0.0,0.0,0.0,2472.585874487652,33.799887066859135,0.0015328058576035127,0
2015-08-01,2015-08-01,2015-08-01,26,6,0.0,0.0,0.0,0.0,10384.899656690395,33.799887066859135,0.006437808768804904,0
2015-08-02,2015-08-02,2015-08-02,4,6,0.0,0.0,0.0,0.0,7277.925233613471,33.799887066859135,0.004511732653813175,0
2015-08-03,2015-08-03,2015-08-03,13,6,0.0,0.0,0.0,0.0,12351.305425921164,33.799887066859135,0.007656823369107441,1
2015-08-04,2015-08-04,2015-08-04,8,6,0.0,0.0,0.0,0.0,6659.457733613472,33.799887066859135,0.0041283321755855645,0
2015-08-05,2015-08-05,2015-08-05,34,6,0.0,0.0,0.0,0.0,11944.76802773112,33.799887066859135,0.007404802635789244,0
2015-08-06,2015-08-06,2015-08-06,11,6,0.0,0.0,0.0,0.0,9817.942279068016,33.799887066859135,0.006086340454439004,0
2015-08-07,2015-08-07,2015-08-07,10,6,0.0,0.0,0.0,0.0,12573.461733613472,33.799887066859135,0.007794542545313969,1
2015-08-08,2015-08-08,2015-08-08,15,6,0.0,0.0,0.0,0.0,12389.126400280138,33.799887066859135,0.0076802693539914715,1
2015-08-09,2015-08-09,2015-08-09,16,6,0.0,0.0,0.0,0.0,9365.740233613473,33.799887066859135,0.005806011285189568,0
2015-08-10,2015-08-10,2015-08-10,19,6,0.0,0.0,0.0,0.0,9027.830365192422,33.799887066859135,0.005596534141846611,0
2015-08-11,2015-08-11,2015-08-11,16,6,0.0,0.0,0.0,0.0,7596.306483613473,33.799887066859135,0.004709103612689276,0
2015-08-12,2015-08-12,2015-08-12,9,6,0.0,0.0,0.0,0.0,10996.243289169028,33.799887066859135,0.006816793017861989,0
2015-08-13,2015-08-13,2015-08-13,13,6,0.0,0.0,0.0,0.0,9563.23081053655,33.799887066859135,0.005928439677364993,0
2015-08-14,2015-08-14,2015-08-14,6,6,0.0,0.0,0.0,0.0,7137.517733613471,33.799887066859135,0.00442469121243308,0
2015-08-15,2015-08-15,2015-08-15,5,6,0.0,0.0,0.0,0.0,6026.487733613474,33.799887066859135,0.0037359413050810837,0
2015-08-16,2015-08-16,2015-08-16,6,6,0.0,0.0,0.0,0.0,13008.877733613472,33.799887066859135,0.008064465706398348,1
2015-08-17,2015-08-17,2015-08-17,13,6,0.0,0.0,0.0,0.0,6826.302125512348,33.799887066859135,0.004231762379506747,0
2015-08-18,2015-08-18,2015-08-18,9,6,0.0,0.0,0.0,0.0,7318.665511391249,33.799887066859135,0.004536988373771177,0
2015-08-19,2015-08-19,2015-08-19,20,6,0.0,0.0,0.0,0.0,10145.090733613471,33.799887066859135,0.006289146380254267,0
2015-08-20,2015-08-20,2015-08-20,4,6,0.0,0.0,0.0,0.0,8115.200233613472,33.799887066859135,0.005030776314810758,0
2015-08-21,2015-08-21,2015-08-21,13,6,0.0,0.0,0.0,0.0,6698.656195151933,33.799887066859135,0.004152632092557164,0
2015-08-22,2015-08-22,2015-08-22,3,6,0.0,0.0,0.0,0.0,13133.647733613472,33.799887066859135,0.008141813146107726,1
2015-08-23,2015-08-23,2015-08-23,13,6,0.0,0.0,0.0,0.0,6540.566195151935,33.799887066859135,0.00405462891275709,0
2015-08-24,2015-08-24,2015-08-24,24,6,0.0,0.0,0.0,0.0,11836.151066946804,33.799887066859135,0.00733746879090922,0
2015-08-25,2015-08-25,2015-08-25,10,6,0.0,0.0,0.0,0.0,7847.702125512349,33.799887066859135,0.004864948841950905,0
2015-08-26,2015-08-26,2015-08-26,0,6,0.0,0.0,0.0,0.0,0.0,33.799887066859135,0.0,0
2015-08-27,2015-08-27,2015-08-27,11,6,0.0,0.0,0.0,0.0,12160.773188158926,33.799887066859135,0.007538708591733014,0
2015-08-28,2015-08-28,2015-08-28,11,6,0.0,0.0,0.0,0.0,12643.436824522563,33.799887066859135,0.007837921515621326,1
2015-08-29,2015-08-29,2015-08-29,16,6,0.0,0.0,0.0,0.0,12425.712733613473,33.799887066859135,0.007702949960000026,1
2015-08-30,2015-08-30,2015-08-30,6,6,0.0,0.0,0.0,0.0,3462.9971255123482,33.799887066859135,0.0021467817694903533,0
2015-08-31,2015-08-31,2015-08-31,10,6,0.0,0.0,0.0,0.0,7915.592733613472,33.799887066859135,0.00490703559931994,0
2015-09-01,2015-09-01,2015-09-01,3,6,0.0,0.0,0.0,0.0,8786.384400280138,33.799887066859135,0.005446856918041809,0
2015-09-02,2015-09-02,2015-09-02,41,6,0.0,0.0,0.0,0.0,7367.802479537582,33.799887066859135,0.004567449371456519,0
2015-09-03,2015-09-03,2015-09-03,5,6,0.0,0.0,0.0,0.0,4576.945733613473,33.799887066859135,0.002837340980874868,0
2015-09-04,2015-09-04,2015-09-04,3,6,0.0,0.0,0.0,0.0,5805.557733613472,33.799887066859135,0.00359898234174861,0
2015-09-05,2015-09-05,2015-09-05,15,6,0.0,0.0,0.0,0.0,12262.15040028014,33.799887066859135,0.007601554370385336,0
2015-09-06,2015-09-06,2015-09-06,8,6,0.0,0.0,0.0,0.0,6772.412733613472,33.799887066859135,0.004198355258477066,0
2015-09-07,2015-09-07,2015-09-07,7,6,0.0,0.0,0.0,0.0,12920.216305042044,33.799887066859135,0.008009502698455928,1
2015-09-08,2015-09-08,2015-09-08,12,6,0.0,0.0,0.0,0.0,12328.906900280139,33.799887066859135,0.007642938071266628,1
2015-09-09,2015-09-09,2015-09-09,16,6,0.0,0.0,0.0,0.0,12418.820233613473,33.799887066859135,0.007698677160222861,1
2015-09-10,2015-09-10,2015-09-10,12,6,0.0,0.0,0.0,0.0,11241.647733613472,33.799887066859135,0.006968924182974433,0
2015-09-11,2015-09-11,2015-09-11,11,6,0.0,0.0,0.0,0.0,11008.633188158927,33.799887066859135,0.006824473766159868,0
2015-09-12,2015-09-12,2015-09-12,14,6,0.0,0.0,0.0,0.0,4918.196305042045,33.799887066859135,0.0030488890933968037,0
2015-09-13,2015-09-13,2015-09-13,2,6,0.0,0.0,0.0,0.0,13114.967733613472,33.799887066859135,0.008130233037317382,1
2015-09-14,2015-09-14,2015-09-14,8,6,0.0,0.0,0.0,0.0,10680.466483613473,33.799887066859135,0.0066210366066307,0
2015-09-15,2015-09-15,2015-09-15,25,6,0.0,0.0,0.0,0.0,5489.170933613473,33.799887066859135,0.003402847782657141,0
